AX,AY,AZ,CO2,Temp,Hum,Tim,File
-0.012,-0.168,0.979,,,,,
-0.021,-0.172,0.941,,,,,
-0.023,-0.172,0.986,,,,,
-0.02,-0.178,0.979,,,,,
-0.008,-0.186,0.979,,,,,
-0.008,-0.164,0.973,,,,,
-0.008,-0.17,0.957,,,,,
-0.035,-0.172,0.979,,,,,
-0.006,-0.18,0.977,,,,,
-0.01,-0.174,0.973,,,,,
-0.004,-0.168,0.963,,,,,
-0.029,-0.176,0.955,,,,,
-0.018,-0.174,0.982,702,37.2,28.6,168799,2
-0.002,-0.189,0.977,,,,,
-0.01,-0.168,0.969,,,,,
-0.012,-0.168,0.955,,,,,
-0.029,-0.178,0.977,,,,,
-0.012,-0.182,0.973,,,,,
-0.006,-0.178,0.973,,,,,
-0.004,-0.168,0.965,,,,,
-0.023,-0.172,0.959,,,,,
-0.018,-0.174,0.975,,,,,
-0.008,-0.189,0.973,,,,,
-0.006,-0.174,0.975,,,,,
-0.016,-0.176,0.951,,,,,
-0.031,-0.172,0.969,,,,,
-0.008,-0.184,0.979,,,,,
-0.008,-0.17,0.982,,,,,
0,-0.164,0.963,,,,,
-0.025,-0.17,0.951,,,,,
-0.018,-0.176,0.98,702,37.2,28.6,168975,2
-0.01,-0.188,0.975,,,,,
-0.01,-0.17,0.977,,,,,
-0.016,-0.168,0.945,,,,,
-0.029,-0.172,0.977,,,,,
-0.01,-0.188,0.973,,,,,
-0.01,-0.18,0.98,,,,,
0,-0.168,0.963,,,,,
-0.027,-0.17,0.957,,,,,
-0.016,-0.176,0.996,,,,,
-0.006,-0.182,0.971,,,,,
-0.008,-0.168,0.971,,,,,
-0.012,-0.168,0.945,,,,,
-0.031,-0.172,0.979,,,,,
-0.008,-0.188,0.98,,,,,
-0.008,-0.168,0.971,,,,,
0.002,-0.166,0.967,,,,,
-0.027,-0.174,0.963,,,,,
-0.014,-0.174,0.98,702,37.2,28.6,169151,2
-0.01,-0.186,0.969,,,,,
-0.012,-0.168,0.971,,,,,
-0.014,-0.172,0.945,,,,,
-0.031,-0.174,0.977,,,,,
-0.01,-0.186,0.975,,,,,
-0.01,-0.172,0.98,,,,,
0,-0.164,0.963,,,,,
-0.027,-0.168,0.957,,,,,
-0.018,-0.182,0.979,,,,,
-0.008,-0.182,0.969,,,,,
-0.006,-0.168,0.98,,,,,
-0.016,-0.168,0.947,,,,,
-0.031,-0.172,0.975,,,,,
-0.01,-0.188,0.977,,,,,
-0.01,-0.174,0.98,,,,,
0.004,-0.166,0.969,,,,,
-0.033,-0.174,0.953,,,,,
-0.016,-0.178,0.98,702,37.2,28.6,169327,2
-0.004,-0.182,0.973,,,,,
-0.006,-0.166,0.969,,,,,
-0.014,-0.174,0.945,,,,,
-0.027,-0.172,0.975,,,,,
-0.008,-0.195,0.98,,,,,
-0.008,-0.168,0.979,,,,,
0,-0.166,0.957,,,,,
-0.029,-0.166,0.963,,,,,
-0.01,-0.174,0.986,,,,,
-0.004,-0.184,0.977,,,,,
-0.006,-0.17,0.967,,,,,
-0.02,-0.176,0.947,,,,,
-0.027,-0.174,0.979,,,,,
-0.006,-0.191,0.98,,,,,
-0.012,-0.168,0.971,,,,,
-0.004,-0.166,0.963,,,,,
-0.031,-0.174,0.969,,,,,
-0.012,-0.182,0.982,702,37.2,28.6,169502,2
-0.008,-0.182,0.969,,,,,
-0.006,-0.166,0.967,,,,,
-0.016,-0.172,0.951,,,,,
-0.025,-0.174,0.982,,,,,
-0.008,-0.189,0.969,,,,,
-0.01,-0.174,0.973,,,,,
-0.004,-0.17,0.957,,,,,
-0.033,-0.17,0.971,,,,,
-0.008,-0.176,0.982,,,,,
-0.008,-0.178,0.971,,,,,
-0.002,-0.166,0.971,,,,,
-0.02,-0.172,0.959,,,,,
-0.027,-0.174,0.975,,,,,
-0.008,-0.191,0.967,,,,,
-0.01,-0.174,0.973,,,,,
-0.004,-0.168,0.961,,,,,
-0.031,-0.174,0.965,,,,,
-0.012,-0.182,0.975,702,37.2,28.6,169678,2
-0.006,-0.178,0.984,,,,,
-0.002,-0.166,0.977,,,,,
-0.023,-0.164,0.941,,,,,
-0.023,-0.172,0.98,,,,,
-0.002,-0.182,0.98,,,,,
-0.01,-0.172,0.982,,,,,
-0.008,-0.172,0.947,,,,,
-0.033,-0.172,0.967,,,,,
-0.008,-0.189,0.982,,,,,
-0.01,-0.182,0.979,,,,,
0.002,-0.168,0.959,,,,,
-0.021,-0.166,0.953,,,,,
-0.008,-0.184,0.98,,,,,
-0.012,-0.174,0.977,,,,,
-0.004,-0.17,0.965,,,,,
-0.027,-0.176,0.951,,,,,
-0.021,-0.178,0.988,,,,,
-0.004,-0.186,0.971,702,37.2,28.6,169854,2
-0.01,-0.164,0.975,,,,,
-0.01,-0.17,0.947,,,,,
-0.029,-0.17,0.98,,,,,
-0.004,-0.186,0.98,,,,,
-0.008,-0.174,0.969,,,,,
-0.004,-0.172,0.961,,,,,
-0.031,-0.176,0.953,,,,,
-0.014,-0.178,0.982,,,,,
-0.006,-0.184,0.963,,,,,
-0.008,-0.17,0.975,,,,,
-0.01,-0.172,0.953,,,,,
-0.029,-0.176,0.977,,,,,
-0.01,-0.186,0.969,,,,,
-0.008,-0.174,0.977,,,,,
0,-0.168,0.965,,,,,
-0.031,-0.174,0.955,,,,,
-0.02,-0.18,0.98,,,,,
-0.008,-0.184,0.973,702,37.2,28.6,170030,2
-0.01,-0.172,0.975,,,,,
-0.014,-0.17,0.947,,,,,
-0.027,-0.168,0.98,,,,,
-0.008,-0.186,0.971,,,,,
-0.01,-0.172,0.982,,,,,
-0.004,-0.168,0.959,,,,,
-0.033,-0.17,0.963,,,,,
-0.014,-0.182,0.982,,,,,
-0.006,-0.182,0.973,,,,,
-0.004,-0.164,0.963,,,,,
-0.018,-0.174,0.943,,,,,
-0.027,-0.172,0.977,,,,,
-0.004,-0.189,0.986,,,,,
-0.008,-0.166,0.98,,,,,
-0.002,-0.162,0.953,,,,,
-0.031,-0.174,0.961,,,,,
-0.012,-0.184,0.979,,,,,
-0.012,-0.178,0.971,702,37.2,28.6,170205,2
-0.008,-0.168,0.959,,,,,
-0.021,-0.178,0.947,,,,,
-0.023,-0.178,0.986,,,,,
-0.002,-0.186,0.977,,,,,
-0.01,-0.166,0.973,,,,,
-0.008,-0.17,0.953,,,,,
-0.029,-0.17,0.971,,,,,
-0.01,-0.18,0.98,,,,,
-0.01,-0.174,0.967,,,,,
-0.004,-0.168,0.965,,,,,
-0.025,-0.172,0.957,,,,,
-0.021,-0.176,0.984,,,,,
-0.006,-0.188,0.971,,,,,
-0.01,-0.174,0.975,,,,,
-0.006,-0.168,0.949,,,,,
-0.031,-0.174,0.973,,,,,
-0.008,-0.182,0.973,,,,,
-0.008,-0.174,0.98,702,37.2,28.6,170381,2
-0.004,-0.168,0.963,,,,,
-0.027,-0.172,0.949,,,,,
-0.021,-0.176,0.982,,,,,
-0.004,-0.184,0.971,,,,,
-0.01,-0.172,0.977,,,,,
-0.01,-0.172,0.951,,,,,
-0.031,-0.172,0.973,,,,,
-0.006,-0.189,0.982,,,,,
-0.008,-0.174,0.973,,,,,
0,-0.17,0.965,,,,,
-0.031,-0.17,0.951,,,,,
-0.018,-0.176,0.982,,,,,
-0.006,-0.188,0.975,,,,,
-0.008,-0.164,0.975,,,,,
-0.01,-0.168,0.943,,,,,
-0.033,-0.174,0.977,,,,,
-0.008,-0.188,0.977,,,,,
-0.008,-0.174,0.977,702,37.2,28.6,170557,2
-0.006,-0.164,0.959,,,,,
-0.027,-0.17,0.957,,,,,
-0.018,-0.178,0.986,,,,,
-0.008,-0.184,0.973,,,,,
-0.006,-0.168,0.973,,,,,
-0.016,-0.174,0.941,,,,,
-0.027,-0.174,0.977,,,,,
-0.004,-0.186,0.979,,,,,
-0.012,-0.176,0.967,,,,,
-0.004,-0.172,0.963,,,,,
-0.002,-0.168,0.961,,,,,
-0.029,-0.172,0.959,,,,,
-0.012,-0.178,0.979,,,,,
-0.004,-0.184,0.977,,,,,
-0.004,-0.168,0.977,,,,,
-0.012,-0.172,0.947,,,,,
-0.029,-0.174,0.979,,,,,
-0.008,-0.188,0.975,711,37.3,28.5,170769,2
-0.012,-0.176,0.986,,,,,
-0.004,-0.174,0.965,,,,,
-0.031,-0.17,0.965,,,,,
-0.014,-0.174,0.986,,,,,
-0.006,-0.178,0.971,,,,,
-0.004,-0.166,0.967,,,,,
-0.014,-0.174,0.947,,,,,
-0.031,-0.17,0.975,,,,,
-0.008,-0.188,0.977,,,,,
-0.014,-0.174,0.977,,,,,
0.002,-0.162,0.955,,,,,
-0.033,-0.168,0.959,,,,,
-0.016,-0.176,0.982,,,,,
-0.008,-0.182,0.975,,,,,
-0.004,-0.17,0.971,,,,,
-0.018,-0.172,0.941,,,,,
-0.029,-0.174,0.986,,,,,
-0.006,-0.189,0.977,711,37.3,28.5,170944,2
-0.012,-0.17,0.98,,,,,
-0.006,-0.168,0.953,,,,,
-0.027,-0.17,0.963,,,,,
-0.014,-0.182,0.994,,,,,
-0.008,-0.168,0.973,,,,,
-0.002,-0.166,0.963,,,,,
-0.031,-0.17,0.959,,,,,
-0.016,-0.174,0.982,,,,,
-0.008,-0.182,0.961,,,,,
-0.004,-0.164,0.967,,,,,
-0.016,-0.176,0.949,,,,,
-0.027,-0.17,0.98,,,,,
-0.004,-0.189,0.975,,,,,
-0.01,-0.168,0.975,,,,,
-0.002,-0.164,0.957,,,,,
-0.029,-0.172,0.965,,,,,
-0.016,-0.178,0.973,,,,,
-0.006,-0.178,0.977,711,37.3,28.5,171120,2
-0.004,-0.168,0.977,,,,,
-0.021,-0.172,0.945,,,,,
-0.027,-0.174,0.979,,,,,
-0.008,-0.191,0.971,,,,,
-0.01,-0.168,0.971,,,,,
-0.004,-0.17,0.965,,,,,
-0.035,-0.17,0.955,,,,,
-0.016,-0.178,0.986,,,,,
-0.002,-0.178,0.982,,,,,
-0.004,-0.166,0.967,,,,,
-0.025,-0.174,0.949,,,,,
-0.025,-0.174,0.979,,,,,
-0.006,-0.191,0.979,,,,,
-0.012,-0.168,0.973,,,,,
-0.006,-0.166,0.945,,,,,
-0.029,-0.168,0.971,,,,,
-0.01,-0.184,0.975,,,,,
-0.006,-0.174,0.973,711,37.3,28.5,171296,2
-0.008,-0.166,0.965,,,,,
-0.021,-0.172,0.945,,,,,
-0.018,-0.174,0.986,,,,,
-0.006,-0.189,0.98,,,,,
-0.006,-0.168,0.977,,,,,
-0.01,-0.168,0.951,,,,,
-0.031,-0.172,0.969,,,,,
-0.01,-0.186,0.979,,,,,
-0.008,-0.176,0.963,,,,,
-0.002,-0.164,0.963,,,,,
-0.018,-0.176,0.957,,,,,
-0.023,-0.178,0.98,,,,,
-0.008,-0.193,0.975,,,,,
-0.01,-0.166,0.967,,,,,
-0.008,-0.17,0.951,,,,,
-0.027,-0.164,0.977,,,,,
-0.01,-0.182,0.975,,,,,
-0.008,-0.17,0.977,711,37.3,28.5,171472,2
-0.004,-0.168,0.963,,,,,
-0.027,-0.17,0.955,,,,,
-0.021,-0.178,0.977,,,,,
-0.008,-0.188,0.969,,,,,
-0.004,-0.164,0.971,,,,,
-0.01,-0.168,0.955,,,,,
-0.033,-0.172,0.971,,,,,
-0.014,-0.186,0.971,,,,,
-0.008,-0.176,0.984,,,,,
0,-0.164,0.971,,,,,
-0.025,-0.168,0.953,,,,,
-0.018,-0.168,0.986,,,,,
-0.002,-0.186,0.973,,,,,
-0.01,-0.172,0.982,,,,,
-0.016,-0.174,0.949,,,,,
-0.033,-0.172,0.975,,,,,
-0.008,-0.186,0.979,,,,,
-0.008,-0.17,0.977,711,37.3,28.5,171648,2
-0.002,-0.162,0.959,,,,,
-0.027,-0.168,0.955,,,,,
-0.02,-0.18,0.984,,,,,
-0.01,-0.195,0.971,,,,,
-0.006,-0.17,0.971,,,,,
-0.014,-0.172,0.941,,,,,
-0.029,-0.17,0.975,,,,,
-0.008,-0.186,0.977,,,,,
-0.01,-0.168,0.975,,,,,
0.002,-0.166,0.967,,,,,
-0.029,-0.174,0.955,,,,,
-0.016,-0.176,0.984,,,,,
-0.012,-0.182,0.967,,,,,
-0.006,-0.168,0.975,,,,,
-0.012,-0.17,0.947,,,,,
-0.027,-0.174,0.977,,,,,
-0.008,-0.188,0.975,,,,,
-0.014,-0.176,0.975,711,37.3,28.5,171823,2
-0.002,-0.172,0.965,,,,,
-0.029,-0.172,0.961,,,,,
-0.018,-0.174,0.98,,,,,
-0.006,-0.182,0.971,,,,,
-0.008,-0.168,0.977,,,,,
-0.016,-0.174,0.947,,,,,
-0.033,-0.17,0.971,,,,,
-0.008,-0.186,0.971,,,,,
-0.008,-0.168,0.98,,,,,
0.004,-0.17,0.959,,,,,
-0.029,-0.172,0.955,,,,,
-0.016,-0.18,0.977,,,,,
-0.006,-0.186,0.975,,,,,
-0.004,-0.168,0.979,,,,,
-0.016,-0.17,0.938,,,,,
-0.025,-0.17,0.975,,,,,
-0.006,-0.186,0.975,,,,,
-0.012,-0.176,0.977,711,37.3,28.5,171999,2
-0.004,-0.17,0.959,,,,,
-0.031,-0.168,0.947,,,,,
-0.012,-0.178,0.992,,,,,
-0.008,-0.184,0.977,,,,,
-0.004,-0.162,0.967,,,,,
-0.014,-0.172,0.951,,,,,
-0.025,-0.174,0.979,,,,,
-0.008,-0.193,0.98,,,,,
-0.01,-0.168,0.977,,,,,
-0.002,-0.164,0.953,,,,,
-0.029,-0.174,0.971,,,,,
-0.012,-0.18,0.982,,,,,
-0.012,-0.184,0.971,,,,,
-0.004,-0.17,0.969,,,,,
-0.018,-0.172,0.951,,,,,
-0.025,-0.178,0.986,,,,,
-0.002,-0.189,0.977,,,,,
-0.01,-0.172,0.979,711,37.3,28.5,172175,2
-0.006,-0.17,0.965,,,,,
-0.031,-0.178,0.963,,,,,
-0.012,-0.174,0.982,,,,,
-0.008,-0.178,0.963,,,,,
0,-0.156,0.975,,,,,
-0.021,-0.174,0.955,,,,,
-0.027,-0.174,0.977,,,,,
-0.008,-0.191,0.971,,,,,
-0.01,-0.17,0.98,,,,,
-0.004,-0.176,0.957,,,,,
-0.029,-0.17,0.963,,,,,
-0.008,-0.182,0.971,,,,,
-0.006,-0.174,0.975,,,,,
-0.006,-0.166,0.965,,,,,
-0.023,-0.168,0.951,,,,,
-0.02,-0.174,0.986,,,,,
-0.004,-0.186,0.979,,,,,
-0.008,-0.17,0.98,711,37.3,28.5,172351,2
-0.012,-0.172,0.945,,,,,
-0.033,-0.172,0.969,,,,,
-0.008,-0.184,0.982,,,,,
-0.004,-0.178,0.973,,,,,
-0.002,-0.168,0.967,,,,,
-0.025,-0.172,0.955,,,,,
-0.018,-0.176,0.992,,,,,
-0.006,-0.186,0.975,,,,,
-0.008,-0.166,0.971,,,,,
-0.012,-0.168,0.947,,,,,
-0.029,-0.174,0.98,,,,,
-0.012,-0.189,0.977,,,,,
-0.01,-0.174,0.973,,,,,
-0.004,-0.168,0.959,,,,,
-0.029,-0.168,0.963,,,,,
-0.014,-0.176,0.982,,,,,
-0.006,-0.18,0.975,,,,,
-0.008,-0.168,0.975,711,37.3,28.5,172526,2
-0.018,-0.172,0.945,,,,,
-0.035,-0.182,0.98,,,,,
-0.008,-0.189,0.975,,,,,
-0.01,-0.17,0.971,,,,,
-0.004,-0.168,0.967,,,,,
-0.031,-0.174,0.965,,,,,
-0.018,-0.178,0.98,,,,,
-0.01,-0.182,0.982,,,,,
-0.006,-0.166,0.969,,,,,
-0.014,-0.172,0.949,,,,,
-0.029,-0.174,0.98,,,,,
-0.008,-0.186,0.973,,,,,
-0.002,-0.18,0.977,,,,,
-0.004,-0.172,0.975,,,,,
-0.023,-0.17,0.941,,,,,
-0.025,-0.174,0.982,,,,,
-0.006,-0.188,0.98,,,,,
-0.01,-0.172,0.979,706,37.4,28.4,172739,2
-0.004,-0.17,0.959,,,,,
-0.035,-0.168,0.963,,,,,
-0.01,-0.18,0.98,,,,,
-0.008,-0.184,0.977,,,,,
-0.004,-0.164,0.967,,,,,
-0.02,-0.172,0.949,,,,,
-0.029,-0.178,0.982,,,,,
-0.004,-0.189,0.977,,,,,
-0.008,-0.168,0.971,,,,,
-0.01,-0.164,0.949,,,,,
-0.033,-0.168,0.967,,,,,
-0.012,-0.184,0.977,,,,,
-0.008,-0.18,0.975,,,,,
-0.004,-0.168,0.969,,,,,
-0.021,-0.174,0.949,,,,,
-0.027,-0.18,0.99,,,,,
-0.008,-0.189,0.971,,,,,
-0.012,-0.164,0.979,706,37.4,28.4,172915,2
-0.004,-0.168,0.951,,,,,
-0.037,-0.17,0.975,,,,,
-0.01,-0.18,0.98,,,,,
-0.012,-0.178,0.969,,,,,
-0.004,-0.168,0.973,,,,,
-0.023,-0.176,0.953,,,,,
-0.023,-0.172,0.982,,,,,
-0.002,-0.188,0.969,,,,,
-0.01,-0.168,0.975,,,,,
-0.006,-0.172,0.953,,,,,
-0.033,-0.172,0.971,,,,,
-0.006,-0.18,0.975,,,,,
-0.014,-0.182,0.975,,,,,
0.002,-0.166,0.973,,,,,
-0.021,-0.168,0.949,,,,,
-0.02,-0.168,0.98,,,,,
-0.004,-0.186,0.975,,,,,
-0.006,-0.174,0.977,706,37.4,28.4,173091,2
-0.012,-0.174,0.953,,,,,
-0.033,-0.174,0.961,,,,,
-0.014,-0.188,0.977,,,,,
-0.01,-0.178,0.982,,,,,
0,-0.166,0.963,,,,,
-0.02,-0.168,0.953,,,,,
-0.02,-0.178,0.986,,,,,
-0.006,-0.188,0.98,,,,,
-0.01,-0.164,0.975,,,,,
-0.01,-0.172,0.947,,,,,
-0.031,-0.168,0.971,,,,,
-0.01,-0.189,0.975,,,,,
-0.01,-0.174,0.971,,,,,
0,-0.166,0.959,,,,,
-0.029,-0.176,0.957,,,,,
-0.02,-0.178,0.98,,,,,
-0.004,-0.178,0.969,,,,,
-0.008,-0.162,0.977,706,37.4,28.4,173267,2
-0.014,-0.168,0.949,,,,,
-0.031,-0.176,0.986,,,,,
-0.008,-0.184,0.971,,,,,
-0.006,-0.164,0.971,,,,,
-0.014,-0.178,0.951,,,,,
-0.029,-0.172,0.98,,,,,
-0.008,-0.188,0.971,,,,,
-0.01,-0.172,0.975,,,,,
0,-0.168,0.965,,,,,
-0.029,-0.174,0.967,,,,,
-0.018,-0.172,0.975,,,,,
-0.006,-0.184,0.971,,,,,
-0.006,-0.168,0.977,,,,,
-0.018,-0.174,0.945,,,,,
-0.025,-0.17,0.977,,,,,
-0.004,-0.189,0.971,,,,,
-0.01,-0.168,0.977,,,,,
-0.002,-0.166,0.959,706,37.4,28.4,173443,2
-0.035,-0.17,0.957,,,,,
-0.016,-0.178,0.977,,,,,
-0.006,-0.18,0.975,,,,,
-0.006,-0.17,0.967,,,,,
-0.018,-0.172,0.945,,,,,
-0.027,-0.176,0.977,,,,,
-0.004,-0.189,0.98,,,,,
-0.01,-0.172,0.979,,,,,
-0.004,-0.166,0.953,,,,,
-0.031,-0.17,0.969,,,,,
-0.012,-0.174,0.988,,,,,
-0.008,-0.182,0.977,,,,,
-0.008,-0.17,0.969,,,,,
-0.025,-0.176,0.945,,,,,
-0.021,-0.176,0.984,,,,,
-0.004,-0.191,0.977,,,,,
-0.008,-0.164,0.965,,,,,
-0.01,-0.166,0.953,706,37.4,28.4,173619,2
-0.027,-0.172,0.971,,,,,
-0.01,-0.182,0.982,,,,,
-0.01,-0.178,0.969,,,,,
-0.002,-0.166,0.969,,,,,
-0.025,-0.172,0.953,,,,,
-0.025,-0.176,0.984,,,,,
-0.008,-0.186,0.973,,,,,
-0.006,-0.166,0.975,,,,,
-0.004,-0.164,0.959,,,,,
-0.029,-0.174,0.971,,,,,
-0.01,-0.182,0.977,,,,,
-0.008,-0.178,0.975,,,,,
-0.004,-0.17,0.971,,,,,
-0.025,-0.174,0.955,,,,,
-0.023,-0.174,0.977,,,,,
-0.004,-0.191,0.973,,,,,
-0.01,-0.168,0.979,,,,,
-0.008,-0.174,0.953,706,37.4,28.4,173795,2
-0.031,-0.168,0.963,,,,,
-0.008,-0.182,0.979,,,,,
-0.006,-0.174,0.979,,,,,
-0.002,-0.166,0.971,,,,,
-0.023,-0.168,0.951,,,,,
-0.025,-0.174,0.979,,,,,
-0.004,-0.189,0.975,,,,,
-0.008,-0.166,0.977,,,,,
-0.014,-0.17,0.943,,,,,
-0.033,-0.172,0.971,,,,,
-0.01,-0.184,0.982,,,,,
-0.008,-0.178,0.98,,,,,
-0.002,-0.17,0.969,,,,,
-0.029,-0.166,0.949,,,,,
-0.023,-0.176,0.988,,,,,
-0.002,-0.189,0.975,,,,,
-0.004,-0.164,0.971,,,,,
-0.014,-0.172,0.945,706,37.4,28.4,173971,2
-0.035,-0.168,0.973,,,,,
-0.008,-0.188,0.982,,,,,
-0.008,-0.166,0.971,,,,,
-0.002,-0.164,0.965,,,,,
-0.025,-0.172,0.951,,,,,
-0.02,-0.174,0.986,,,,,
-0.004,-0.189,0.973,,,,,
-0.01,-0.168,0.977,,,,,
-0.008,-0.174,0.951,,,,,
-0.031,-0.17,0.973,,,,,
-0.006,-0.184,0.979,,,,,
-0.01,-0.172,0.979,,,,,
0,-0.168,0.963,,,,,
-0.025,-0.174,0.955,,,,,
-0.02,-0.178,0.986,,,,,
-0.006,-0.188,0.967,,,,,
-0.004,-0.166,0.979,,,,,
-0.012,-0.166,0.951,706,37.4,28.4,174147,2
-0.031,-0.17,0.965,,,,,
-0.008,-0.188,0.971,,,,,
-0.006,-0.172,0.977,,,,,
0,-0.168,0.967,,,,,
-0.027,-0.172,0.951,,,,,
-0.016,-0.178,0.98,,,,,
-0.004,-0.189,0.975,,,,,
-0.01,-0.172,0.975,,,,,
-0.014,-0.174,0.939,,,,,
-0.029,-0.168,0.977,,,,,
-0.006,-0.189,0.984,,,,,
-0.004,-0.172,0.977,,,,,
-0.006,-0.16,0.963,,,,,
-0.027,-0.172,0.953,,,,,
-0.014,-0.178,0.988,,,,,
-0.008,-0.186,0.971,,,,,
-0.006,-0.17,0.969,,,,,
-0.016,-0.17,0.945,706,37.4,28.4,174323,2
-0.029,-0.176,0.979,,,,,
-0.008,-0.191,0.979,,,,,
-0.008,-0.176,0.971,,,,,
0.002,-0.168,0.961,,,,,
-0.031,-0.174,0.963,,,,,
-0.016,-0.176,0.984,,,,,
-0.006,-0.176,0.971,,,,,
-0.008,-0.164,0.971,,,,,
-0.02,-0.17,0.955,,,,,
-0.027,-0.176,0.979,,,,,
-0.004,-0.188,0.979,,,,,
-0.008,-0.174,0.969,,,,,
-0.006,-0.174,0.963,,,,,
-0.029,-0.172,0.967,,,,,
-0.014,-0.178,0.98,,,,,
-0.008,-0.182,0.965,,,,,
-0.004,-0.166,0.971,,,,,
-0.018,-0.172,0.949,706,37.4,28.4,174499,2
-0.031,-0.174,0.977,,,,,
-0.004,-0.188,0.969,,,,,
-0.012,-0.168,0.979,,,,,
-0.002,-0.166,0.957,,,,,
-0.031,-0.168,0.957,,,,,
-0.01,-0.178,0.975,,,,,
-0.006,-0.182,0.975,,,,,
-0.002,-0.172,0.973,,,,,
-0.021,-0.168,0.945,,,,,
-0.025,-0.174,0.98,,,,,
-0.006,-0.184,0.982,,,,,
-0.006,-0.172,0.982,,,,,
-0.006,-0.168,0.957,,,,,
-0.031,-0.168,0.961,,,,,
-0.021,-0.176,0.986,,,,,
-0.008,-0.188,0.977,,,,,
-0.012,-0.166,0.973,,,,,
-0.006,-0.166,0.951,686,37.5,28.4,174711,2
-0.031,-0.174,0.973,,,,,
-0.014,-0.186,0.977,,,,,
-0.008,-0.178,0.971,,,,,
0,-0.168,0.971,,,,,
-0.021,-0.168,0.955,,,,,
-0.023,-0.178,0.986,,,,,
-0.006,-0.184,0.977,,,,,
-0.008,-0.168,0.977,,,,,
-0.008,-0.172,0.953,,,,,
-0.033,-0.168,0.971,,,,,
-0.01,-0.182,0.982,,,,,
-0.008,-0.172,0.971,,,,,
0,-0.172,0.963,,,,,
-0.023,-0.176,0.953,,,,,
-0.023,-0.176,0.98,,,,,
-0.006,-0.186,0.973,,,,,
-0.008,-0.166,0.98,,,,,
-0.008,-0.168,0.951,686,37.5,28.4,174887,2
-0.037,-0.168,0.971,,,,,
-0.01,-0.182,0.969,,,,,
-0.01,-0.182,0.977,,,,,
-0.002,-0.168,0.973,,,,,
-0.025,-0.17,0.949,,,,,
-0.021,-0.168,0.986,,,,,
-0.002,-0.178,0.975,,,,,
-0.006,-0.172,0.977,,,,,
-0.014,-0.168,0.947,,,,,
-0.035,-0.172,0.967,,,,,
-0.01,-0.189,0.98,,,,,
-0.01,-0.182,0.977,,,,,
0,-0.17,0.959,,,,,
-0.025,-0.168,0.953,,,,,
-0.016,-0.176,0.982,,,,,
-0.004,-0.186,0.975,,,,,
-0.008,-0.166,0.969,,,,,
-0.01,-0.168,0.949,686,37.5,28.4,175063,2
-0.035,-0.174,0.979,,,,,
-0.006,-0.189,0.982,,,,,
-0.008,-0.17,0.977,,,,,
-0.004,-0.168,0.961,,,,,
-0.027,-0.166,0.957,,,,,
-0.021,-0.178,0.988,,,,,
-0.004,-0.178,0.977,,,,,
-0.008,-0.166,0.977,,,,,
-0.016,-0.166,0.953,,,,,
-0.029,-0.18,0.979,,,,,
-0.006,-0.188,0.969,,,,,
-0.01,-0.174,0.961,,,,,
-0.002,-0.172,0.959,,,,,
-0.029,-0.178,0.957,,,,,
-0.016,-0.176,0.982,,,,,
-0.006,-0.178,0.975,,,,,
-0.01,-0.166,0.975,,,,,
-0.014,-0.168,0.957,686,37.5,28.4,175239,2
-0.031,-0.172,0.969,,,,,
-0.01,-0.191,0.971,,,,,
-0.012,-0.172,0.973,,,,,
0.004,-0.17,0.963,,,,,
-0.031,-0.172,0.965,,,,,
-0.018,-0.18,0.977,,,,,
-0.006,-0.182,0.975,,,,,
-0.006,-0.168,0.971,,,,,
-0.016,-0.168,0.951,,,,,
-0.025,-0.172,0.98,,,,,
-0.004,-0.191,0.982,,,,,
-0.008,-0.174,0.975,,,,,
-0.004,-0.17,0.959,,,,,
-0.029,-0.172,0.951,,,,,
-0.014,-0.184,0.98,,,,,
-0.006,-0.178,0.977,,,,,
-0.004,-0.162,0.971,,,,,
-0.016,-0.164,0.953,686,37.5,28.4,175414,2
-0.031,-0.176,0.984,,,,,
-0.006,-0.191,0.979,,,,,
-0.006,-0.172,0.973,,,,,
-0.008,-0.172,0.951,,,,,
-0.031,-0.172,0.961,,,,,
-0.016,-0.186,0.986,,,,,
-0.002,-0.172,0.967,,,,,
-0.006,-0.17,0.973,,,,,
-0.029,-0.174,0.975,,,,,
-0.008,-0.182,0.982,,,,,
-0.012,-0.178,0.965,,,,,
0,-0.168,0.965,,,,,
-0.021,-0.174,0.957,,,,,
-0.025,-0.176,0.988,,,,,
-0.006,-0.186,0.975,,,,,
-0.01,-0.166,0.977,,,,,
-0.004,-0.166,0.963,,,,,
-0.035,-0.17,0.977,686,37.5,28.4,175590,2
-0.008,-0.18,0.98,,,,,
-0.008,-0.174,0.971,,,,,
-0.004,-0.17,0.971,,,,,
-0.027,-0.172,0.953,,,,,
-0.023,-0.178,0.979,,,,,
-0.006,-0.188,0.969,,,,,
-0.004,-0.168,0.979,,,,,
-0.008,-0.168,0.947,,,,,
-0.031,-0.174,0.967,,,,,
-0.01,-0.188,0.98,,,,,
-0.01,-0.176,0.977,,,,,
-0.004,-0.168,0.975,,,,,
-0.027,-0.168,0.949,,,,,
-0.02,-0.176,0.979,,,,,
-0.006,-0.184,0.975,,,,,
-0.008,-0.166,0.969,,,,,
-0.012,-0.172,0.949,,,,,
-0.031,-0.172,0.971,686,37.5,28.4,175766,2
-0.006,-0.184,0.982,,,,,
-0.004,-0.176,0.977,,,,,
