t0 = 1719948812.719
ts = 0.001
10,41,2,19333280,302559040,-0841814800,0.98,107.25,DAAN,12,1.03,325,-29.6
10,241,2,19333300,302559040,-0841814800,0.96,107.25,DAAN,12,1.03,324,-29.6
10,440,2,19333320,302559050,-0841814800,0.78,107.25,DAAN,12,1.03,327,-29.6
10,641,2,19333340,302559040,-0841814800,0.72,107.25,DAAN,12,1.03,327,-29.6
10,840,2,19333360,302559050,-0841814800,0.55,107.25,DAAN,12,1.03,328,-29.6
10,1041,2,19333380,302559060,-0841814810,0.49,107.25,DAAN,12,1.03,329,-29.6
10,1238,2,19333400,302559060,-0841814810,0.44,107.25,DAAN,12,1.03,330,-29.6
10,1441,2,19333420,302559060,-0841814810,0.38,107.25,DAAN,12,1.03,331,-29.6
10,1642,2,19333440,302559060,-0841814810,0.34,107.25,DAAN,12,1.03,332,-29.6
10,1831,2,19333460,302559060,-0841814810,0.31,107.25,DAAN,12,1.03,332,-29.6
10,2042,2,19333480,302559070,-0841814820,0.27,107.25,DAAN,12,1.03,332,-29.6
10,2284,2,19333500,302559070,-0841814820,0.24,183.02,DAAN,12,1.03,333,-29.6
10,2430,2,19333520,302559070,-0841814820,0.20,183.02,DAAN,12,1.03,333,-29.6
10,2630,2,19333540,302559070,-0841814820,0.18,205.93,DAAN,12,1.03,333,-29.6
10,2831,2,19333560,302559070,-0841814820,0.13,205.93,DAAN,12,1.03,333,-29.6
10,3031,2,19333580,302559070,-0841814820,0.10,205.93,DAAN,12,1.03,332,-29.6
10,3231,2,19333600,302559070,-0841814830,0.11,205.93,DAAN,12,1.03,332,-29.6
10,3432,2,19333620,302559070,-0841814830,0.10,205.93,DAAN,12,1.03,332,-29.6
10,3631,2,19333640,302559070,-0841814820,0.17,205.93,DAAN,12,1.03,332,-29.6
10,3829,2,19333660,302559070,-0841814830,0.11,205.93,DAAN,12,1.03,332,-29.6
10,4030,2,19333680,302559070,-0841814830,0.10,205.93,DAAN,12,1.03,332,-29.6
10,4238,2,19333700,302559070,-0841814830,0.13,205.93,DAAN,12,1.03,332,-29.6
10,4439,2,19333720,302559070,-0841814830,0.11,205.93,DAAN,12,1.03,332,-29.6
10,4633,2,19333740,302559070,-0841814830,0.11,205.93,DAAN,12,1.03,331,-29.6
10,4828,2,19333760,302559070,-0841814830,0.10,205.93,DAAN,12,1.03,331,-29.6
10,5031,2,19333780,302559070,-0841814830,0.09,205.93,DAAN,12,1.03,331,-29.6
10,5238,2,19333800,302559070,-0841814830,0.10,205.93,DAAN,12,1.03,331,-29.6
10,5440,2,19333820,302559070,-0841814830,0.12,205.93,DAAN,12,1.03,331,-29.6
10,5641,2,19333840,302559070,-0841814830,0.12,205.93,DAAN,12,1.03,331,-29.6
10,5841,2,19333860,302559070,-0841814830,0.13,205.93,DAAN,12,1.03,331,-29.6
10,6030,2,19333880,302559070,-0841814830,0.11,205.93,DAAN,12,1.03,331,-29.6
10,6231,2,19333900,302559070,-0841814830,0.18,205.93,DAAN,12,1.03,331,-29.6
10,6438,2,19333920,302559070,-0841814830,0.12,205.93,DAAN,12,1.03,331,-29.6
10,6633,2,19333940,302559070,-0841814830,0.13,205.93,DAAN,12,1.03,331,-29.6
10,6831,2,19333960,302559070,-0841814830,0.13,205.93,DAAN,12,1.03,331,-29.6
10,7030,2,19333980,302559070,-0841814830,0.16,205.93,DAAN,12,1.03,330,-29.6
10,7233,2,19334000,302559070,-0841814830,0.17,205.93,DAAN,12,1.03,330,-29.6
10,7431,2,19334020,302559070,-0841814830,0.24,205.93,DAAN,12,1.03,330,-29.6
10,7629,2,19334040,302559070,-0841814830,0.18,205.93,DAAN,12,1.03,330,-29.6
10,7839,2,19334060,302559070,-0841814830,0.15,205.93,DAAN,12,1.03,330,-29.6
10,8029,2,19334080,302559070,-0841814830,0.18,205.93,DAAN,12,1.03,330,-29.6
10,8238,2,19334100,302559070,-0841814830,0.13,205.93,DAAN,12,1.03,330,-29.6
10,8431,2,19334120,302559070,-0841814830,0.12,205.93,DAAN,12,1.03,330,-29.6
10,8640,2,19334140,302559070,-0841814840,0.37,205.93,DAAN,11,1.12,330,-29.6
10,8839,2,19334160,302559070,-0841814840,0.39,205.93,DAAN,11,1.12,330,-29.6
10,9040,2,19334180,302559060,-0841814830,0.42,205.93,DAAN,11,1.12,330,-29.6
10,9240,2,19334200,302559060,-0841814830,0.20,205.93,DAAN,11,1.12,330,-29.6
10,9433,2,19334220,302559060,-0841814840,0.34,205.93,DAAN,12,1.03,330,-29.6
10,9628,2,19334240,302559060,-0841814840,0.25,205.93,DAAN,12,1.03,330,-29.6
10,9830,2,19334260,302559060,-0841814840,0.37,205.93,DAAN,12,1.03,330,-29.6
10,10039,2,19334280,302559060,-0841814850,0.56,205.93,DAAN,12,1.03,329,-29.6
10,10254,2,19334300,302559050,-0841814850,0.61,238.28,DAAN,12,1.03,329,-29.6
10,10429,2,19334320,302559050,-0841814860,0.91,245.59,DAAN,12,1.03,329,-29.6
10,10640,2,19334340,302559050,-0841814860,0.86,217.54,DAAN,12,1.03,329,-29.6
10,10838,2,19334360,302559040,-0841814860,0.79,217.04,DAAN,12,1.03,329,-29.6
10,11032,2,19334380,302559040,-0841814860,0.80,186.63,DAAN,12,1.03,329,-29.6
10,11239,2,19334400,302559030,-0841814850,0.80,163.74,DAAN,11,1.12,329,-29.6
10,11440,2,19334420,302559030,-0841814850,0.76,152.69,DAAN,11,1.12,329,-29.6
10,11641,2,19334440,302559030,-0841814850,0.46,152.69,DAAN,12,1.03,329,-29.6
