t0 = 1718134206.198
ts = 0.001
10,1814423550,2,19302980,302567910,-0841932370,8.56,325.74,AAAN,9,1.17,536,-29.6
10,1814423761,2,19303000,302567950,-0841932400,8.53,325.99,AAAN,9,1.17,537,-29.6
10,1814423954,2,19303020,302567990,-0841932430,8.48,327.51,AAAN,9,1.17,537,-29.6
10,1814424151,2,19303040,302568030,-0841932470,8.51,328.51,AAAN,9,1.17,537,-29.6
10,1814424350,2,19303060,302568070,-0841932500,8.49,326.82,AAAN,9,1.17,537,-29.6
10,1814424550,2,19303080,302568110,-0841932530,8.52,325.45,AAAN,9,1.34,537,-29.6
10,1814424752,2,19303100,302568150,-0841932570,8.56,325.40,AAAN,9,1.34,537,-29.6
10,1814424952,2,19303120,302568190,-0841932600,8.75,324.16,AAAN,9,1.34,537,-29.6
10,1814425151,2,19303140,302568230,-0841932630,8.73,324.09,AAAN,9,1.34,537,-29.6
10,1814425350,2,19303160,302568270,-0841932670,8.73,323.40,AAAN,9,1.34,537,-29.6
10,1814425549,2,19303180,302568310,-0841932700,8.76,323.66,AAAN,9,1.34,537,-29.6
10,1814425759,2,19303200,302568350,-0841932730,8.83,323.67,AAAN,9,1.34,537,-29.6
10,1814425951,2,19303220,302568390,-0841932770,8.86,323.73,AAAN,9,1.34,537,-29.6
10,1814426153,2,19303240,302568430,-0841932800,9.07,322.48,AAAN,9,1.34,538,-29.6
10,1814426350,2,19303260,302568470,-0841932840,9.02,322.64,AAAN,9,1.34,537,-29.6
10,1814426552,2,19303280,302568510,-0841932870,9.01,322.37,AAAN,9,1.34,537,-29.6
10,1814426754,2,19303300,302568550,-0841932910,9.08,321.99,AAAN,9,1.34,537,-29.6
10,1814426950,2,19303320,302568590,-0841932950,9.09,321.37,AAAN,9,1.34,537,-29.6
10,1814427151,2,19303340,302568630,-0841932980,9.13,320.84,AAAN,9,1.34,537,-29.6
10,1814427350,2,19303360,302568670,-0841933020,9.14,319.71,AAAN,9,1.34,537,-29.6
10,1814427551,2,19303380,302568710,-0841933060,9.18,319.74,AAAN,9,1.34,537,-29.6
10,1814427753,2,19303400,302568750,-0841933100,9.18,320.49,AAAN,9,1.34,537,-29.6
10,1814427954,2,19303420,302568790,-0841933130,8.85,319.42,AAAN,9,1.34,537,-29.6
10,1814428151,2,19303440,302568820,-0841933170,9.13,318.20,AAAN,9,1.34,537,-29.6
10,1814428352,2,19303460,302568860,-0841933210,8.85,318.61,AAAN,9,1.34,537,-29.6
10,1814428551,2,19303480,302568900,-0841933250,8.86,319.22,AAAN,9,1.34,537,-29.6
10,1814428761,2,19303500,302568940,-0841933280,8.82,318.03,AAAN,9,1.34,537,-29.6
10,1814428951,2,19303520,302568970,-0841933320,8.78,317.28,AAAN,9,1.17,537,-29.6
10,1814429152,2,19303540,302569010,-0841933360,8.71,316.22,AAAN,9,1.17,536,-29.6
10,1814429351,2,19303560,302569040,-0841933400,8.39,317.44,AAAN,9,1.17,536,-29.6
10,1814429551,2,19303580,302569080,-0841933430,8.22,315.71,AAAN,9,1.17,536,-29.6
10,1814429753,2,19303600,302569110,-0841933470,7.98,316.39,AAAN,9,1.17,536,-29.6
10,1814429952,2,19303620,302569140,-0841933500,7.63,317.75,AAAN,9,1.17,536,-29.6
10,1814430150,2,19303640,302569170,-0841933540,7.58,318.91,AAAN,9,1.17,536,-29.6
10,1814430350,2,19303660,302569200,-0841933570,7.53,319.96,AAAN,9,1.17,536,-29.6
10,1814430550,2,19303680,302569240,-0841933600,7.47,321.13,AAAN,9,1.17,536,-29.6
10,1814430758,2,19303700,302569270,-0841933630,7.42,326.33,AAAN,9,1.17,536,-29.6
10,1814430953,2,19303720,302569300,-0841933650,7.16,327.89,AAAN,9,1.17,535,-29.6
10,1814431151,2,19303740,302569340,-0841933670,7.14,332.42,AAAN,9,1.17,535,-29.6
10,1814431350,2,19303760,302569370,-0841933690,7.07,336.52,AAAN,9,1.17,535,-29.6
10,1814431551,2,19303780,302569410,-0841933710,6.79,335.58,AAAN,9,1.17,535,-29.6
10,1814431753,2,19303800,302569440,-0841933730,6.42,339.66,AAAN,9,1.17,535,-29.6
10,1814431952,2,19303820,302569480,-0841933740,6.20,341.80,AAAN,9,1.17,534,-29.6
10,1814432152,2,19303840,302569510,-0841933750,5.91,345.87,DAAN,9,1.17,534,-29.6
10,1814432352,2,19303860,302569540,-0841933760,5.29,345.94,DAAN,9,1.17,534,-29.6
10,1814432550,2,19303880,302569580,-0841933750,5.48,353.20,DAAN,9,1.17,533,-29.6
10,1814432753,2,19303900,302569610,-0841933750,5.21,359.57,DAAN,9,1.17,533,-29.6
10,1814432952,2,19303920,302569640,-0841933750,5.18,2.95,DAAN,9,1.17,533,-29.6
