t0 = 1719949055.743
ts = 0.001
10,16,2,19373580,302574430,-0841756670,16.28,272.71,DAAN,12,1.09,520,-29.7
10,286,2,19373600,302574430,-0841756770,15.50,272.65,DAAN,12,1.02,521,-29.7
10,416,2,19373620,302574440,-0841756860,14.71,272.69,DAAN,12,1.09,521,-29.7
10,616,2,19373640,302574440,-0841756950,13.61,271.65,DAAN,12,1.09,522,-29.7
10,804,2,19373660,302574440,-0841757040,12.72,270.71,DAAN,12,1.09,522,-29.7
10,1016,2,19373680,302574440,-0841757110,11.87,271.97,DAAN,12,1.09,522,-29.7
10,1209,2,19373700,302574440,-0841757180,10.76,268.53,DAAN,12,1.02,522,-29.7
10,1417,2,19373720,302574440,-0841757250,9.81,269.57,DAAN,12,1.09,522,-29.7
10,1617,2,19373740,302574440,-0841757300,9.05,268.55,DAAN,12,1.09,522,-29.7
10,1804,2,19373760,302574440,-0841757350,7.91,269.77,DAAN,12,1.09,522,-29.7
10,2004,2,19373780,302574440,-0841757400,7.13,269.05,DAAN,12,1.09,523,-29.7
10,2206,2,19373800,302574430,-0841757440,6.28,269.39,DAAN,12,1.09,522,-29.7
10,2409,2,19373820,302574430,-0841757470,5.43,269.59,DAAN,12,1.09,522,-29.7
10,2606,2,19373840,302574430,-0841757500,4.64,270.06,DAAN,12,1.09,522,-29.7
10,2807,2,19373860,302574430,-0841757520,3.84,269.59,DAAN,12,1.09,522,-29.7
10,3007,2,19373880,302574430,-0841757540,3.07,271.64,DAAN,12,1.02,521,-29.7
10,3216,2,19373900,302574430,-0841757560,2.41,271.64,DAAN,12,1.02,521,-29.7
10,3416,2,19373920,302574430,-0841757570,1.69,271.64,DAAN,12,1.02,521,-29.7
10,3604,2,19373940,302574420,-0841757580,1.30,271.64,DAAN,12,1.02,521,-29.7
10,3805,2,19373960,302574420,-0841757590,1.24,271.64,DAAN,12,1.02,522,-29.7
10,4004,2,19373980,302574430,-0841757590,0.96,271.64,DAAN,12,1.02,523,-29.7
10,4208,2,19374000,302574420,-0841757600,0.73,271.64,DAAN,12,1.02,522,-29.7
10,4405,2,19374020,302574420,-0841757600,0.49,271.64,DAAN,12,1.02,522,-29.7
10,4608,2,19374040,302574420,-0841757600,0.30,271.64,DAAN,12,1.02,521,-29.7
10,4805,2,19374060,302574420,-0841757600,0.27,271.64,DAAN,12,1.02,522,-29.7
10,5004,2,19374080,302574420,-0841757600,0.24,271.64,DAAN,12,1.02,521,-29.7
10,5206,2,19374100,302574420,-0841757600,0.21,271.64,DAAN,12,1.02,521,-29.7
10,5407,2,19374120,302574420,-0841757610,0.20,271.64,DAAN,12,1.02,521,-29.7
10,5606,2,19374140,302574420,-0841757610,0.19,271.64,DAAN,12,1.02,521,-29.7
10,5804,2,19374160,302574420,-0841757610,0.18,271.64,DAAN,12,1.02,521,-29.7
10,6006,2,19374180,302574420,-0841757610,0.19,271.64,DAAN,12,1.02,521,-29.7
10,6206,2,19374200,302574420,-0841757610,0.22,271.64,DAAN,12,1.02,521,-29.7
10,6408,2,19374220,302574410,-0841757620,0.48,271.64,DAAN,12,1.02,521,-29.7
10,6616,2,19374240,302574410,-0841757630,0.76,271.64,DAAN,12,1.02,520,-29.7
10,6817,2,19374260,302574410,-0841757630,2.98,262.22,DAAN,12,1.02,520,-29.7
10,7021,2,19374280,302574410,-0841757660,3.92,256.75,DAAN,12,1.02,520,-29.7
10,7230,2,19374300,302574400,-0841757690,4.64,251.72,DAAN,12,1.09,520,-29.7
